"","reservas_internacionales","pasivos_monetarios","emision_monetaria","dinero_electronico","reservas_bancarias","depositos_a_la_vista","cuasidinero_total","cuasidinero_ahorro","cuasidinero_plazo","cuasidinero_restringido","cuasidinero_operaciones_de_reporto","cuasidinero_otros_depositos","credito_al_sector_privado_total","credito_al_sector_privado_cartera","crédito_al_sector_privado_otros","tasas_de_interes_referenciales_porcentajes_basica","tasas_de_interes_referenciales_porcentajes_pasiva","tasas_de_interes_referenciales_porcentajes_activa","inflacion_mensual","inflacion_anual","inflacion_acumulada","periodo","TOTAL.NACIONAL.Producción.de.Petróleo.Crudo","TOTAL.NACIONAL.PRODUCCIÓN.DE.PETRÓLEO.CRUDO.FISCALIZADA..Miles.de.barriles.","TOTAL.NACIONAL.EXPORTACIONES.DE.PETRÓLEO.CRUDO..Miles.de.barriles.","TOTAL.NACIONAL.CRUDO.RECIBIDO.EN.REFINERÍAS.Y.CONSUMO.EN.OLEODUCTO..Miles.de.barriles.","TOTAL.NACIONAL.MATERIA.PRIMA.PROCESADA.EN.REFINERÍAS..Miles.de.barriles.","TOTAL.NACIONAL.TRANSPORTE.POR.OLEODUCTOS..Miles.de.barriles.","TOTAL.NACIONAL.PRODUCCIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.IMPORTACIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.CONSUMO.INTERNO.DE.DERIVADOS..Miles.de.barriles.","TOTAL.EXPORTACIONES.DE.PETRÓLEO..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.EMPRESAS.PÚBLICAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.COMPAÑÍAS.PRIVADAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.MEM..miles.de.barriles.","TOTAL.EXPORTACIONES.DE.DERIVADOS..miles.de.barriles.","Exportaciones.de.Derivados..miles.de.barriles.","Ingresos.de.EP.PETROECUADOR.por.Exportaciones..miles.de.USD.","DIFERENCIA.INGRESOS.Y.EGRESOS..miles.de.USD.","Precio.Promedio.Mensual.WTI","Precio.Promedio.Mensual.Brent"
"197",7530.47291472,6177.62907971,87.44015351,0,6090.1889262,14780.24221839,46584.831048,15429.929608,29014.029723,1880.214166,0,260.657551,61302.96067483,60185.62931,1117.33136483,0.2,6.86,8.96,0.08920858924363,1.96642469632117,0.4901454782053,2023-05-01,14693.47378,14323.48126,9898.01746,4284.847150295,4215.231580477,14166.14225,6320.18239619813,4861.7391,8849.479826055,9898.01746,8356.51027,29.614,1511.89319,1325.5378,1024.55342405476,579121.859809718,-119085.335308111,71.64,75.82
"198",6966.52893077,5864.45439822,87.72955958,0,5776.72483864,14493.64319481,46822.6577669999,15342.376965,29335.2034769999,1900.565475,0,244.511849999999,61800.5088209999,60755.5738959999,1044.934925,0.2,7.03,9.03,0.37371068602515,1.68831550395787,0.86568789025957,2023-06-01,14200.48431,13940.80561,9813.1549,4551.6830845629,4491.4838374262,13944.61799,6350.46614161772,4002.15383,8108.51401613529,9813.1549,9093.3665,130,589.7884,759.52687,740.81364032512,574126.486021159,-82401.4691610856,70.31,74.73
"199",6961.23063452999,5596.11725816,87.06795267,0,5509.04930549,14514.1666668,46983.5059709999,15139.6859859999,29673.093342,1893.512463,0,277.21418,62061.3456917299,61036.8700509999,1024.47564073,0.2,7.13,9.02,0.53904332219934,2.07290168056518,1.40939764522244,2023-07-01,14811.76433,14492.41143,9793.89576,3831.2128452595,3775.2271975234,14439.40526,6019.66851225657,5714.99831,8702.10384557329,9793.89576,8450.99663,77.802,1265.09713,949.15349,1253.1988068109,617910.571381685,-159593.901274761,75.85,80.09
"200",6358.58855977999,5562.71675302,86.8356785099999,0,5475.88107451,14669.97428286,47853.185832,15418.726782,30275.13531,1920.98539899999,0,238.338341,62490.4567503499,61492.1367609999,998.319989349999,0.2,7.31,9.29,0.50296889533519,2.55696675468681,1.91945537232468,2023-08-01,14908.76769,14567.80004,9634.49559,4350.828564018,4303.5725682847,14082.16691,6106.51806519816,5953.57717,8728.28916954737,9634.49559,8531.57413,107.887,995.03446,758.38557,734.04093251999,693188.911776754,-244381.64724112,81.41,86.14
"201",6312.1970598,5688.92713324999,87.2798794,0,5601.64725384999,14182.02245751,48118.201001,15207.57128,30713.920851,1974.520244,0,222.188626,63131.60005916,62100.996746,1030.60331316,0.2,7.4,9.49,0.03785330912446,2.23091392501491,1.95803525882473,2023-09-01,14482.67292,14144.22304,12069.75875,4461.7265203577,4421.930567944,13978.68739,6206.50941560464,6347.98745,8700.35102995162,12069.75875,10542.09365,62,1465.6651,760.50611,695.58267588566,930074.476510583,-277423.166181153,89.38,93.96
"202",6007.58692143,5627.59809717,87.72797213,0,5539.87012504,13959.71415841,48302.66842,15017.556693,31051.852847,1998.619398,0,234.639482,63510.11923343,62502.113312,1008.00592143,0.2,7.51,9.48,-0.17501801125315,1.93298881658054,1.77959033320194,2023-10-01,14957.00335,14677.02606,8491.09655,4617.0089166151,4563.3372014414,13623.10167,6704.0245602864,5400.85355,9224.53689380341,8491.09655,7811.72599,22,657.37056,759.445131,580.1645325214,663609.644069591,-247259.478913075,85.57,91.12
"203",5658.1125458,5266.02184244,86.689863,0,5179.33197944,14035.09963029,48419.312884,14613.607359,31496.02286,2033.869518,0,275.813147,63954.86035156,62970.642976,984.21737556,0.2,7.52,9.8,-0.39919960586112,1.53320111640149,1.37328660974474,2023-11-01,14702.04329,14316.08038,10500.93886,4342.5975055895,4293.3162395685,14230.30526,6002.84123062072,6776.70627,8927.36798810845,10500.93886,8772.59582,156.97057,1571.37247,757.95051,605.02700713928,676353.261232885,-217587.747332545,77.37,83.05
"204",4454.35657754,5571.64986124,87.25057062,0,5484.39929062,13390.20215782,49854.622472,15885.851946,31653.27492,2046.434832,0,269.060774,63991.11629396,62907.920764,1083.19552996,0.2,7.7,9.94,-0.02322558207052,1.3497420738656,1.3497420738656,2023-12-01,15068.240145,14376.7723,9602.73408,4744.5410376892,4691.4727676096,14496.96203,6378.15666290199,5365.26258,9084.58043456541,9602.73408,8830.34572,50,722.38836,569.6556,703.60468895427,605343.442820869,-118395.848287368,72.08,77.98
"205",4488.75036006999,4994.25316142,86.56804043,0,4907.68512099,13367.67671016,49394.628849,15189.286323,31952.67703,2018.111593,0,234.553903,63968.09257485,62899.908957,1068.18361785,0.2,7.74,10.14,0.12534569473642,1.35455919763247,0.12534569473642,2024-01-01,15204.63134,15153.9105,12018.4264,4248.2357703437,4201.4057827353,14696.49022,6267.8306132454,5043.2549,8157.40588093008,12018.4264,10681.57854,89.71749,1247.13037,946.3814,744.174756915652,752964.70970402,-147559.419265519,73.87,80.26
"206",5086.40235796,5144.72331244,85.57788801,0,5059.14542443,13786.1408423,50176.558129,15310.549496,32575.715621,2048.033241,0,242.259771,64212.78722019,63115.842083,1096.94513719,0.2,7.95,10.34,0.09281704006089,1.43009482056782,0.21827907696101,2024-02-01,14084.63421,13766.62147,9825.17157,3836.1839938155,3808.0720085663,14288.74252,5796.24181311413,4521.58927,7908.04364127226,9825.17157,9160.3919,0,664.77967,757.68004,717.193838373324,685073.44372689,-162431.057445006,76.89,83.9
"207",5299.90498879,5334.90827162,86.40447723,0,5248.50379439,13620.35983972,50692.5337959999,15352.717795,32997.0392119999,2077.794527,0,264.982262,64832.01966564,63733.194567,1098.82509864,0.2,7.93,10.53,0.28804096033355,1.65619352214943,0.50694877044405,2024-03-01,14970.55487,14628.42991,10796.781797,3989.137962425,3950.0456554481,14795.89375,6029.38345753662,5006.89805,8527.31379302748,10796.781797,9416.44233,59.43524,1320.904227,757.86653,736.948040042703,740069.977810964,-185789.294196044,80.49,85.44
"208",5993.67954124,5616.86987159,86.38061388,0,5530.48925771,13347.31773152,51304.408722,15769.026487,33160.249274,2120.28879,0,254.844171,64913.34105874,63789.027805,1124.31325374,0.2,8.11,10.87,1.27309989240956,2.74876734146534,1.7865026271047,2024-04-01,14468.69845,14175.82898,10490.71495,4501.0654776382,4412.7652876382,15272.21976,6285.9983519122,5986.89551,8989.89256545208,10490.71495,9798.05843,0,692.65652,571.15273,839.55798345713,797142.607486424,-201351.812587208,84.59,89.89
"209",6740.05150394,5888.39856304,86.47073829,0,5801.92782475,13601.07190892,52000.331785,15763.456905,33787.192457,2200.892077,0,248.790346,65138.02168267,64035.136461,1102.88522167,0.2,8.27,11.12,-0.11919404273429,2.53482705910857,1.66517917966561,2024-05-01,15019.33611,14685.62963,11190.02557,3928.2430791819,3870.0524288786,14758.76818,5855.77398292503,6347.18786,9084.84859703684,11190.02557,9489.00318,331.77763,1369.24476,758.29153,821.230148876908,730888.644955131,-166650.456525313,78.73,81.82
"210",7090.04930779,6110.70540678,86.5504543,0,6024.15495248,13830.26177903,52656.963568,15923.940255,34253.666743,2235.387858,0,243.968712,65643.0412781,64444.802529,1198.2387491,0.2,8.44,11.4,-0.95207113496268,1.18050022587709,0.69725435438793,2024-06-01,13402.68573,12902.8383,8178.41976,3871.1179874763,3827.0109373629,11484.85311,5829.26788866107,5953.89129,8232.98442924724,8178.41976,7733.1255,0,445.29426,381.4772,954.196182258384,582032.370142469,-138549.72730596,79.03,82.4
"211",7232.98946559,6171.28233318,86.57363305,0,6084.70870013,13716.4213085,53175.125626,15911.436385,34776.452209,2217.671662,0,269.56537,65855.91092538,64653.920739,1201.99018638,0.2,8.45,11.63,0.93039289572288,1.5743466789948,1.63413445508915,2024-07-01,14401.88562,14260.79963,9117.92704,4246.4938287987,4220.8835900063,15321.789,6300.51254914001,5362.82558,8783.0337541038,9117.92704,7784.83727,263.00309,1070.08668,946.92472,937.250848892753,642063.965110674,-123396.820207129,80.83,85.25
"212",8410.06547327,6813.69380667,87.34933,0,6726.34447667,14109.70917102,54135.655743,16381.764614,35351.507741,2151.561914,0,250.821474,66199.73363458,64941.078208,1258.65542658,0.2,8.37,11.12,0.21629149417225,1.28461325071088,1.85396044309109,2024-08-01,14790.7359,14519.54525,11933.75834,4455.7498246335,4437.7331314349,15263.45314,6010.24781562371,6632.25765,9509.43431746688,11933.75834,11384.77043,0,548.98791,378.14517,1390.42899984531,799122.266089663,-120268.06201486,75.55,80.72
