"fecha","TOTAL NACIONAL-Producción de Petróleo Crudo","TOTAL NACIONAL-PRODUCCIÓN DE PETRÓLEO CRUDO FISCALIZADA (Miles de barriles)","TOTAL NACIONAL-EXPORTACIONES DE PETRÓLEO CRUDO (Miles de barriles)","TOTAL NACIONAL-CRUDO RECIBIDO EN REFINERÍAS Y CONSUMO EN OLEODUCTO (Miles de barriles)","TOTAL NACIONAL-MATERIA PRIMA PROCESADA EN REFINERÍAS (Miles de barriles)","TOTAL NACIONAL-TRANSPORTE POR OLEODUCTOS (Miles de barriles)","TOTAL NACIONAL-PRODUCCIÓN DE DERIVADOS (Miles de barriles)","TOTAL NACIONAL-IMPORTACIÓN DE DERIVADOS (Miles de barriles)","TOTAL NACIONAL-CONSUMO INTERNO DE DERIVADOS (Miles de barriles)","TOTAL EXPORTACIONES DE PETRÓLEO (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE EMPRESAS PÚBLICAS (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE COMPAÑÍAS PRIVADAS (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE MEM (miles de barriles)","TOTAL EXPORTACIONES DE DERIVADOS (miles de barriles)","Exportaciones de Derivados (miles de barriles)","Ingresos de EP PETROECUADOR por Exportaciones (miles de USD)","DIFERENCIA INGRESOS Y EGRESOS (miles de USD)","Precio Promedio Mensual WTI","Precio Promedio Mensual Brent","smoothed"
2015-09-01,16169.25619,15900.54218,12346.40933,3366.0256373166,3287.7803060137,16280.45288,5222.78256446601,4631.8915036805,7776.31176483914,12346.40933,10313.40296,0,2033.00637,0,53.629696229538,413754.44694,-116179.074181673,45.48,47.61,9.70897126812173
2015-10-01,16677.52528,16410.45035,11194.88585,3548.0688174416,3459.9773107711,16834.53631,5509.00964642016,5052.1887186465,8217.29260670338,11194.88585,9519.4708,0,1675.41505,374.87071,117.258821703308,373393.34707,-104505.465546263,46.26,48.56,9.71006012561779
2015-11-01,16110.03461,15799.58022,12024.52393,3666.046960587,3603.1187848271,16224.05257,5211.25203149296,5111.607923762,7528.53633193071,12024.52393,10226.71247,0,1797.81146,190.55616,49.692291647126,324617.14581,-82813.6912361222,42.67,44.3,9.71195234552575
2015-12-01,16531.54878,16211.72182,11875.2573,5202.5263732353,5134.584732206,16506.6222,6849.82318769583,3889.914116083,8296.89694321995,11875.2573,10132.72472,0,1742.53258,583.39579,160.581866767216,285944.64472,-50800.9283637342,37.23,38.16,9.71332982215078
2016-01-01,16560.66977,16301.77105,12632.84051,4954.658073251,4897.9741495851,15938.99742,6497.65427622162,4443.245259608,7526.63526752448,12632.84051,10911.75202,0,1721.08849,923.92538,145.12428672194,253130.0842966,-31007.8775434756,31.46,30.75,9.71460059624662
2016-02-01,15649.24348,15352.69242,10475.85317,4790.4215269688,4769.1213547947,14675.37752,6072.42469837397,3842.8973938185,7209.16906540914,10475.85317,9242.62332,0,1233.22985,926.67073,156.39499069951,225957.143482,-11507.4529789992,30.33,32.46,9.71640110859325
2016-03-01,17096.98492,16817.19545,11868.36,5394.0100627981,5349.2625156773,16283.36595,6867.52834742702,3779.8353941745,7475.64001776567,11868.36,10110.26967,0,1758.09033,759.10368,150.325775123784,304885.75294,-28651.7895235113,37.77,38.51,9.71956952254888
2016-04-01,16652.97521,16327.18118,10072.9206,4863.5569968308,4802.6014814162,16297.21169,6131.10682084121,3297.767455428,6955.51793312943,10072.9206,9181.00397,0,891.91663,1527.05007,214.01094622289,353894.97757,-36116.0349814188,40.95,41.48,9.72177893065591
2016-05-01,17225.67777,16745.20684,13050.02954,4419.5790810256,4353.4528496464,16260.8621,6047.84103912094,3037.7024957225,6963.22666336433,13050.02954,11601.1135,0,1448.91604,1297.66188,203.28362737282,477159.81025,-46492.2198504622,46.84,46.83,9.7228337544595
2016-06-01,16501.85253,16354.47173,12889.96763,4361.2641214944,4302.4504544898,15679.6395,5777.89920392905,3691.3432057635,6906.72598832009,12889.96763,10927.00605,0,1962.96158,1174.90728,-192.38378170166,476507.78141,-65623.3496840049,48.74,48.28,9.72448652826269
2016-07-01,16927.89904,16639.83066,14077.62158,4485.03173,4442.503362,16825.72491,6085.41191258973,3920.132830436,7068.71612567962,14077.62158,12709.24382,0,1368.37776,963.0691,201.2245731617,479047.0545,-61180.370866968,44.9,45,9.72480314031481
2016-08-01,17014.777301,16553.3203,11443.67921,4632.9381720477,4565.7855922123,16929.53718,6095.65747285834,4569.6958476775,7330.29593405343,11443.67921,9631.717,0,1811.96221,1297.44367,237.94781717295,400018.487956382,-64521.9955765982,44.75,45.85,9.72118469322224
2016-09-01,16795.86358,16465.17264,11527.46626,4535.1721286086,4460.7748476321,16620.52296,6063.26890461956,3902.0676800435,7242.08821306291,11527.46626,9783.88912,0,1743.57714,1112.77369,186.87996671665,422252.313142106,-59740.0720195197,45.16,46.69,9.71798407482446
2016-10-01,17125.60854,16717.78208,13006.35671,4279.8011468058,4213.8174044443,16681.17189,6193.63175560432,3701.364615,7382.81952411302,13006.35671,11829.22401,0,1177.1327,350.43728,105.448610148598,498712.3129035,-68480.0547443877,49.89,49.74,9.71383250275991
2016-11-01,16315.24964,15987.92968,11634.24685,4510.2842912485,4440.3547038331,15798.48254,6075.50889856868,4290.22174605,7469.043415791,11634.24685,9654.96427,0,1979.28258,1047.84375,179.26429506192,417629.369405875,-62138.4057484641,45.67,45.13,9.71038557204022
2016-12-01,16862.69673,16424.14516,11880.04281,4441.0200661886,4365.1909958518,16072.45096,6144.49985540706,4571.64116945,8092.77351530088,11880.04281,10418.8931,0,1461.14971,699.02949,176.647857691938,494528.898056179,-92248.1342809366,52.02,53.57,9.70883276040694
2017-01-01,16623.70914,16335.72053,11771.58405,4660.918178415,4586.2901391545,16078.63273,6177.30442376878,4495.01894,7071.05885745999,11771.58405,10397.27442,0,1374.30963,900.51374,159.17141288836,505984.6448239,-103268.553139249,52.5,54.58,9.70807873517338
2017-02-01,14984.273395,14742.24188,11776.79343,3964.5743793635,3900.7668587455,14580.18135,5706.9431424062,3493.82789,6237.59180967129,11776.79343,10022.15267,0,1754.64076,931.3136,217.31327117205,487066.668,-78505.6705794901,53.4,55.06,9.70609873194208
2017-03-01,16452.784061,16122.32784,11431.30534,4440.9276729997,4372.9688512727,16035.24644,6229.41476852188,3838.5491,7016.79420339586,11431.30534,10089.88487,0,1341.42047,969.00077,215.3918266542,471202.5660218,-82318.0237029741,49.58,51.6,9.70136131822858
2017-04-01,15843.669612,15545.57735,11590.85809,3070.14098,3006.00775411,14995.92028,5122.48130095949,3323.54426,6557.63383911354,11590.85809,10287.6038,0,1303.25429,1207.00572,241.71689343865,510149.9533088,-75513.3716988859,51.06,52.59,9.69721968465077
2017-05-01,16527.703873,16210.57003,11670.39119,5023.8808091297,4961.8196685844,15908.18073,6588.67557043205,4653.10935,7278.66929675484,11670.39119,10045.85247,0,1624.53872,1143.71976,221.80379908712,463996.9902382,-89953.0850138255,48.56,50.45,9.69365023478663
2017-06-01,16197.208451,15889.16583,11409.55151,5010.9627836798,4944.1778787647,16223.88855,6471.95659318453,3938.46521,7091.76788004995,11409.55151,9494.84459,0,1914.70692,1444.9068,263.9558845784,441220.81959234,-75003.6681497323,45.17,46.42,9.68986011244345
2017-07-01,16775.421157,16465.4081,11489.27395,5469.5268605337,5381.9928512307,16585.97007,6639.7224529502,4091.29959,7331.38349417286,11489.27395,10112.29585,0,1376.9781,1463.059,253.799455833,475688.06997818,-71162.7785774215,46.67,48.51,9.68615676316044
2017-08-01,16615.270476,16238.94178,10844.8542,5375.1614643779,5291.7711373192,16255.78112,7167.34784199208,4224.27177,7414.4031124319,10844.8542,9026.03581,0,1818.81839,1459.05039,226.32186400344,453650.1239353,-82041.7207101789,48.03,51.66,9.68258326926498
2017-09-01,15867.669527,15616.68203,11683.58037,5057.7984315574,4998.6576395119,15870.84424,6763.21109343131,4559.58581,7361.49244431033,11683.58037,10122.83695,0,1560.74342,1716.91305,287.15998083762,538882.49397664,-130174.751501831,49.71,56.07,9.67946689109081
2017-10-01,16295.277074,16050.69805,10915.82237,5283.8689419712,5229.7676758243,16587.46624,7059.90958764409,4365.76286,7707.69949721586,10915.82237,9347.3852,0,1568.43717,1310.76935,265.87104371101,523069.87030718,-106034.918173962,51.57,57.28,9.67762841936137
2017-11-01,15631.167423,15299.3877,10699.46787,5004.0232650992,4956.3944242106,15704.58636,6732.20573235527,3857.83627,7516.09475914662,10699.46787,8951.90961,0,1747.55826,1671.05535,282.49941673734,578112.19241345,-111751.924616294,56.67,62.63,9.67484479085951
2017-12-01,16112.935878,15750.36764,10210.77998,5368.5946002904,5324.029038248,16151.16425,7059.97832377801,4153.27552,7974.91588281576,10210.77998,8434.54122,0,1776.23876,1222.81066,197.14721387563,546703.956963771,-116856.219979138,57.94,64.14,9.67124750463729
2018-01-01,15901.123171,15656.63444,11752.9522,5421.7283112343,5365.7444390873,15592.45527,6941.61472961958,4363.24537,7512.11579392567,11752.9522,10190.88276,0,1562.06944,1294.16687,189.54790138176,686973.335676923,-135437.970371921,63.7,69.13,9.6684600230837
2018-02-01,14355.301034,14119.7382,8212.36489,4743.7218592125,4674.4812208842,14610.14074,6457.34161199836,3463.4938,6783.39173976257,8212.36489,6612.17783,0,1600.18706,1701.01133,264.07639137432,471772.249112946,-114952.101967483,62.15,65.16,9.66757404402256
2018-03-01,15848.869433,15551.86361,11142.50475,5053.6865405211,4986.772065773,15562.5435,6676.15409362867,3382.11963,7750.08612235962,11142.50475,9760.47128,0,1382.03347,1307.95255,201.68537001692,626434.06470124,-102543.610092153,62.76,65.89,9.66591742975452
2018-04-01,15497.95944,15188.87233,9616.91795,4819.1791732964,4753.5840320909,15219.30141,6328.33610198765,4694.26928,7475.85718621167,9616.91795,7645.90982,0,1971.00813,1359.93806,204.49632978111,543737.980991247,-158685.962879701,66.32,71.58,9.66396650610231
2018-05-01,15984.738983,15705.80494,11626.39923,5116.1591613369,5054.7635703086,15745.24019,6871.51126161614,5356.82988,7873.59066518776,11626.39923,10228.93876,0,1397.46047,1121.84581,209.99800668318,722244.358776408,-228190.714628439,69.89,76.85,9.66300499674389
2018-06-01,15512.892849,15195.06696,10835.02695,4950.7543060487,4888.4968114206,15416.16523,6715.39466285532,4362.15971,7622.8903304969,10835.02695,9212.41109,0,1622.61586,1333.17946,220.65198116062,657038.56652789,-167377.670405966,67.7,74.17,9.66295394218324
2018-07-01,16223.568167,15869.35388,11065.47346,5127.6833645292,5060.8315150406,16257.95258,7056.28721519451,4357.07071,7790.39995289186,11065.47346,9564.64005,0,1500.83341,1537.40605,277.9417251064,743571.957390773,-162247.081271412,71.03,74.33,9.66471313350136
2018-08-01,16439.556822,16135.20694,11838.343685472,4957.3519008005,4879.7371119163,16153.3701,6774.03300308701,3847.25364,8158.015630616,11838.343685472,9826.65943,0,2011.65218,1339.98072,261.27328248741,688735.426496649,-145805.933796147,67.99,72.64,9.66800698980724
2018-09-01,15555.344928,15277.94457,11143.43808,5054.3627621512,4846.3800078398,15388.49386,6828.78931791603,4641.6615,7626.24296650419,11143.43808,9550.14104,0,1593.29704,1159.40162,206.57031817617,713355.2911827,-176877.797147675,70.2,78.8,9.67103093086382
2018-10-01,15918.21788,15580.81855,11019.03978,4317.1913631884,4106.4928242519,15862.27903,6417.47552105865,5574.82228,8488.76496274771,11019.03978,9320.0342,0,1699.00558,1255.49303,249.12770559999,723202.260287733,-246215.524059479,70.75,81.12,9.67300028673434
2018-11-01,15451.849741,15177.89034,10542.20112,4793.7569560104,4721.4768139365,15283.71009,6415.62432508795,4429.70504,8175.59445237119,10542.20112,8841.40261,0,1700.79851,698.78314,155.24746419235,530647.399784795,-165572.49417482,56.75,64.66,9.67558226811417
2018-12-01,16103.067235,15757.04422,10897.73495,4861.2820947639,4789.6274016806,15643.57472,6987.63660253138,4642.255891,7922.94088740224,10897.73495,9314.03678,0,1583.69817,1286.28217,242.87532382664,501748.036727006,-115613.421213107,49.52,56.96,9.67777604664995
2019-01-01,16240.368774,15940.54849,10747.79003,5093.1387389931,5018.7737053851,16119.50376,6848.30164072891,4626.64401,7801.34338046919,10747.79003,8775.22248,0,1972.56755,1085.78239,221.57906822079,488022.884368292,-69838.2727259328,51.63,59.37,9.6805956200005
2019-02-01,14934.075672,14638.51492,10074.18819,4571.750741567,4499.600338714,14496.96065,6419.86422472276,4389.9379,6977.90903111329,10074.18819,8494.68394,0,1579.50425,1219.19074,241.33488587251,534185.195866533,-80015.4190115028,54.98,64,9.6836698537126
2019-03-01,16434.544004,16130.03365,12278.3152,3475.2711716399,3393.8515144709,16513.86341,5907.96342917901,4665.63909,7516.74018593886,12278.3152,10683.14993,0,1595.16527,1206.93683,236.48826261301,699311.648952738,-110850.11099331,58.16,66.08,9.68811296071603
2019-04-01,15868.573385,15583.78564,12462.97101,3232.445865128,3153.7679614228,15538.27733,5707.52266150715,5860.04057,7500.05024749724,12462.97101,11129.50861,0,1333.4624,963.46229,190.79410939615,784237.827694161,-152156.937375104,63.87,71.15,9.68025731731971
2019-05-01,16487.759054,16196.05781,11939.46449,5061.0018440124,4983.2008947638,16168.33247,6376.5244543618,4975.11875,7782.24415892019,11939.46449,10134.20727,0,1805.25722,1255.27545,216.32417482114,692714.14042798,-125453.196781013,60.73,70.85,9.68517225811722
2019-06-01,15926.697948,15610.05061,10313.23198,4701.6099551397,4633.6558310055,15973.22686,6418.1604452069,4752.10094,7468.75756490643,10313.23198,8934.09888,0,1379.1331,1506.92645,267.62557865213,575558.776271802,-110155.22489725,54.68,64.03,9.68870702860618
2019-07-01,16781.882642,16474.73242,12070.79254,5149.4785408612,5071.0884049844,16747.14269,6718.48465339594,5000.99203,8049.15328750505,12070.79254,10321.94373,0,1748.84881,1949.24163,312.20469004985,705867.665477807,-109505.521108912,57.51,63.91,9.69040471611689
2019-08-01,17057.350693,16727.81991,12827.81959,4851.7247347551,4766.3881317951,17022.4152,6729.21807951109,5277.79885,8022.05858062033,12827.81959,11516.19332,0,1311.62627,1424.49244,277.04360358718,683419.242616113,-107099.428110516,54.84,58.83,9.693829384506
2019-09-01,16407.221756,16159.96831,11385.51816,4713.0244854393,4629.6977634703,16656.46403,6696.91752254338,4772.68046,7666.35032617329,11385.51816,9532.89405,0,1852.62411,1173.83557,224.73814360816,572252.585448391,-100058.105800376,56.86,62.57,9.69546434682067
2019-10-01,14486.200566,14209.32128,12118.64461,3948.6713196705,3879.2990041415,14706.44037,5791.88074274205,5058.44973,7361.24804580276,12118.64461,10747.31793,0,1371.32668,1552.09683,253.02086925891,602726.457211676,-86592.6812392189,53.98,59.73,9.61844355961737
2019-11-01,16390.600169,16072.37437,11020.94768,4390.1349678104,4300.6585517935,16352.36163,6247.57763315541,4862.97317,7336.94771425471,11020.94768,9245.70296,0,1775.24472,1363.57585,209.37241042648,532540.068456704,-104320.624822617,57.25,63.11,9.57996383185909
2019-12-01,16800.808516,16458.60712,12576.47285,3824.3330571229,3739.1491513149,16597.48756,5762.95930789531,3975.009036,7516.86701493362,12576.47285,11417.24444,0,1159.22841,1148.32959,182.15945778282,663133.057825472,-76719.2881527719,59.81,66.9,9.5773522010003
2020-01-01,16574.61474,16291.54279,11762.51613,4737.998815485,4657.0042074429,16701.81672,6564.21516637929,4814.44187,7340.80206555186,11762.51613,10413.87645,0,1348.63968,1899.8781,280.82087258403,610704.73531922,-100601.263739921,57.56,63.38,9.57422448100942
2020-02-01,15560.59225,15207.00249,9538.65262,3910.5682727231,3832.0275099567,14950.55862,6019.7512399209,4744.90022,7035.34487877229,9538.65262,8223.30202,0,1315.3506,1124.45694,192.30971403179,414409.46347892,-81257.132679948,50.6,55.45,9.56878482898975
2020-03-01,16760.16616,16448.77396,13617.2972,4727.3057135472,4642.2758832106,16737.82561,5815.2033068684,4396.34995,5511.79515963276,13617.2972,11904.10977,0,1713.18743,1868.53501,320.93556585307,312936.339081,-37401.9747555749,29.89,31.71,9.56322094641356
2020-04-01,6297.11247,5478.51966,5260.81642,908.45006,880.00248,3758.62979,1744.59372125232,4077.18423,3234.0004107,5260.81642,4901.10824,0,359.70818,561.70819,96.8454912201361,78069.3428798,16662.9833646656,16.52,18.83,9.57022738013213
2020-05-01,10390.18382,10853.66612,9078.26563,828.128524328,766.948236676,12836.90253,1852.00409547246,2388.94109,4274.67548338057,9078.26563,7618.54763,0,1459.718,0,28.9732001873288,193275.01741,-2447.41485792481,28.57,28.81,9.56459589539731
2020-06-01,15435.30236,15078.00113,12502.08281,3539.1197651495,3470.8735321114,14042.38069,5080.7197440062,2660.87746,5580.90449479424,12502.08281,10263.7967,0,2238.28611,938.65792,173.09406187718,381428.4197162,-15585.7860183499,38.3,40.08,9.55981815257679
2020-07-01,16163.68809,15923.15113,11135.85737,4015.1306151,3926.2214561,15644.09779,5218.08641748782,4961.28698,6193.01110137157,11135.85737,9486.06813,0,1649.78924,1321.34389,241.3455742393,388061.09060035,-51951.0753287122,40.75,43.27,9.55565081511612
2020-08-01,15979.48021,15619.90452,11540.41741,4318.219656122,4325.107227772,16217.1968,5738.27790713198,4288.35001,6355.05369238457,11540.41741,10608.91077,0,931.50664,1870.72497,371.52761111435,473518.14265256,-23452.556364864,42.36,44.79,9.54716455740286
2020-09-01,15347.53689,15014.54119,12669.99903,4226.017899082,4145.312959082,15299.35896,5406.09980217798,3903.82381,6669.62537447814,12669.99903,10954.99862,0,1715.00041,1492.37764,334.68053543809,439915.81546154,-17583.0120152874,39.61,40.58,9.54106325333277
2020-10-01,15756.82675,15433.05883,11075.38992,4130.766609824,4062.5497738711,15623.67906,5550.79567434847,4409.21064,7286.49670578057,11075.38992,10350.58741,0,724.80251,1322.40944,401.37020832876,413925.792028572,-18455.7218032247,39.53,40.01,9.61326818544606
2020-11-01,15319.55617,14988.56809,11172.43312,4496.6557244376,4435.1842921578,14675.06594,5645.17154329379,4552.6136,7155.19120041257,11172.43312,10017.04949,0,1155.38363,1491.34174,361.26220048273,422683.60635125,-25594.8130287249,41.52,42.54,9.64632700049505
2020-12-01,15864.66164,15511.56137,12168.08337,3693.3843502574,3615.048776952,15798.52892,5724.04823435201,4768.6207,7685.13626270657,12168.08337,10891.34332,0,1276.74005,950.15586,486.2414023487,507560.26380343,-31560.9314464697,47.05,49.74,9.64290727709888
2021-01-01,15766.13433,15464.71988,10942.18132,4458.4878965314,4378.0889144557,15524.07763,5880.50358194241,5065.51893,6861.58731783819,10942.18132,9225.61908,0,1716.56224,1161.12649,426.12506669895,504121.76448802,-65492.7321445945,52.11,54.73,9.63821625801915
2021-02-01,14053.99206,13758.09606,10225.81053,3707.3218844264,3649.206944723,13484.86161,5568.94451948153,3701.7494,6579.12668658486,10225.81053,9066.98194,0,1158.82859,1133.41492,512.99026889461,563047.111988257,-75722.9465532821,59.08,62.23,9.63311408323441
2021-03-01,15576.90487,15247.76595,11486.83055,3584.3276426859,3539.3418596577,15258.68335,5768.81584620871,5029.55689,7338.31719350424,11486.83055,10146.9328,0,1339.89775,740.19714,648.86316374427,636007.830891879,-112671.21649394,62.35,65.56,9.62867142783326
2021-04-01,14977.51948,14633.6519,10278.29041,4303.9610283783,4248.6475732512,14513.22437,5624.01008957735,4580.76801,6968.32381226667,10278.29041,8985.6519,0,1292.63851,1121.96836,783.05849125601,575347.217004489,-81102.9484945992,61.71,64.46,9.62411359227439
2021-05-01,15449.35535,15157.70033,11079.05409,4482.6899373824,5082.6456872907,15282.6794,6721.53515613791,4048.13183,7059.99615376014,11079.05409,9711.53607,0,1367.51802,1716.96707,784.05777157769,695404.312610192,-75359.7703722556,65.23,68.51,9.61980639856102
2021-06-01,14814.70941,14467.9446,10562.86364,4602.2582180105,4536.0507,13941.82173,6380.13035318092,4284.30896,7841.30796187872,10562.86364,9083.62735,0,1479.23629,1285.90176,776.75594722178,689586.758141612,-93198.3305238105,71.38,72.96,9.55888038497619
2021-07-01,15278.93407,14944.80102,9426.3268,5043.8450900588,4990.3002931744,14848.27414,6900.26708087199,5286.20044,8343.8517048441,9426.3268,7681.21793,0,1745.10887,1504.87687,1310.08069917592,603858.47287136,-104971.094579154,72.58,74.99,9.54978354348335
2021-08-01,15030.467607,14650.16837,10125.76247,4995.8029560983,4945.3822889519,14510.68969,6673.01930310273,5441.7763,7687.65319608524,10125.76247,9144.16573,0,981.59674,1494.84126,891.46383185718,649509.495579098,-111443.504925478,67.73,70.8,9.54577704522322
2021-09-01,14550.75865,14223.02203,9401.49197,4639.0242442046,4582.5459939838,14606.28283,6438.61798172656,3992.92311,7971.14497715586,9401.49197,8014.1512,0,1387.34077,1309.71646,813.32588662162,603649.639708387,-93342.5418282296,71.46,74.4,9.54448158076384
2021-10-01,14918.16636,14606.73845,10703.25249,5282.3423653533,5238.4035715356,14277.12617,7032.37489968732,4532.96749,8280.07679158657,10703.25249,9340.2066,0,1363.04589,1710.32832,811.27198205265,824366.910456228,-143171.218968403,81.36,83.54,9.54411920414413
2021-11-01,14547.85949,14258.91989,10062.4528,5150.1620640197,5101.8017751322,13896.11974,6969.97084763494,5440.07397,7855.47729314086,10062.4528,8179.0777,0,1883.3751,1536.13956,593.723894214,656765.830197961,-118951.342480665,79.11,81.37,9.54354525881434
2021-12-01,7636.82495,8161.69058,3152.25884,3209.2824305584,3177.4139917179,4841.76709,5583.31834384232,5499.792578,7944.16283320371,3152.25884,2702.56903,0,449.68981,1531.45873,666.35277006769,256176.497441602,-111725.205386612,71.87,74.1,9.52778460544542
2022-01-01,14135.68067,14672.47155,8643.8211,4349.1462351548,4307.030557123,15061.94579,6305.68865075801,5100.36887,7225.26139626214,8643.8211,7891.06372,0,752.75738,1156.23218,295.18171160973,698589.927812727,-130972.551700974,83.16,86.61,9.52604418559194
2022-02-01,13394.29016,13137.53574,8873.13769,4770.5015927485,4715.5889240968,13433.16109,6096.34247919794,4255.29352,7470.45570923962,8873.13769,7519.7271,0,1353.41059,944.53862,513.51192982044,710959.181820149,-161215.587165747,91.7,98.01,9.52766855765102
2022-03-01,15336.62543,15021.89301,10732.76467,5247.4500579366,5189.160430484,14791.19957,6856.34957641898,4537.97553,7985.51343928976,10732.76467,8192.64306,0,2540.12161,1519.98626,556.9012445126,962421.964051741,-254504.887207577,108.52,118.75,9.52856838509554
2022-04-01,14912.53085,14621.08776,9376.92678,5176.4648795091,5127.4941505482,14155.59757,6863.51128638219,4603.47231,7874.06339767276,9376.92678,8576.6008,0,800.32598,1521.85731,1769.90341966992,946410.350666444,-274754.329485823,101.77,104.37,9.53058928356012
2022-05-01,15343.31591,15033.95148,9200.4216,4813.1547298475,4751.0015777766,14725.19223,6870.17749906408,4849.27863,8050.26804450433,9200.4216,7859.47357,30,1310.94803,1519.86866,634.5992642428,937522.214532624,-343655.455111891,109.86,113.13,9.53131853552263
2022-06-01,12261.84889,11936.92409,9933.80082,4703.2114320678,4664.6838069053,12134.94425,6374.46845285061,5719.07548,7248.21343094253,9933.80082,8681.1914,26.71041,1225.89901,1346.97657,890.15980853032,1033048.50892902,-444861.566210039,114.36,123.56,9.58873563039612
2022-07-01,14963.14209,14727.94335,9172.88047,4673.421822602,4629.6819997778,14480.26046,6524.15162872988,4827.46994,8542.65577835909,9172.88047,8300.06967,0,872.8108,1140.1804,1099.00480056337,817540.086973075,-348014.618489507,100.25,112.63,9.59464855850429
2022-08-01,15326.32257,14965.62931,9766.03543,4571.5980322281,4548.8936430336,14729.71635,6625.9202952126,4892.44069,8801.51877315562,9766.03543,8326.97256,41.7332,1397.32967,942.65877,1029.74319036569,760863.033984239,-286189.150662151,91.57,99.62,9.58873119740888
2022-09-01,14708.72805,14402.53262,9682.21987,4649.7643300997,4605.584075744,14043.48934,6594.69819356372,5137.27894,8911.59225943615,9682.21987,7593.09251,0,2089.12736,1107.20932,1095.83173901531,651053.958249748,-265271.204300264,84,89.82,9.58019432312602
2022-10-01,15284.36592,14993.31854,9617.01504,3995.5351488363,3920.4488265373,14989.11907,6082.09982681299,5231.66006,9073.23120849409,9617.01504,8759.65247,8,849.36257,949.2002,939.56770582444,750778.2519297,-307238.909555712,87.26,93.11,9.57585634190702
2022-11-01,14675.72682,14337.75952,10578.69798,4852.9052675446,4797.4376847902,14229.10766,6227.5740083722,6231.31833,8441.87173212295,10578.69798,8745.08948,106.5,1727.1085,947.84166,420.89550925863,707807.505480804,-327678.584917968,84.15,91.1,9.5722499669957
2022-12-01,15210.51664,14834.88874,11321.37783,5173.2294861949,5111.1518836322,14677.62057,6950.08964539024,5401.55217,9397.31107859385,11321.37783,10026.50951,24.5,1270.36832,950.59667,1029.63331148673,738539.875477133,-183313.455844984,76.5,80.38,9.58448191237381
2023-01-01,15175.12057,14841.91573,8616.08005,5114.1657436331,5052.3858958275,14353.22824,7016.16021215315,5125.64715,9179.35465815633,8616.08005,7311.86849,0,1304.21156,1138.97191,965.91179080292,529451.857350485,-230686.999415901,78.19,82.86,9.58363455978466
2023-02-01,12476.16689,11782.30482,9067.18498,3986.868458037,3936.4979145353,10645.41462,5902.7572423755,5134.52652,8047.79871387348,9067.18498,7678.42533,86,1302.75965,571.84764,608.02876347676,520551.501421341,-198283.277341452,76.81,82.5,9.58133270110923
2023-03-01,13843.29909,13917.80093,8798.33516,4730.8354963814,4671.1113127679,15255.10562,6592.16562528589,5713.7118,8513.34412002762,8798.33516,7673.7497,48.68885,1075.89661,950.35182,680.31513284275,513381.503528768,-183134.908158994,73.37,78.29,9.58004202622248
2023-04-01,14156.10644,13857.28727,8748.56081,5003.712116543,4960.0898558927,13838.16733,6821.33263760929,5684.83465,8026.08445733067,8748.56081,7986.83203,0,761.72878,1329.86749,993.84619843262,623518.430527501,-168267.700459218,79.44,84.9,9.57823779047064
2023-05-01,14693.47378,14323.48126,9898.01746,4284.847150295,4215.231580477,14166.14225,6320.18239619813,4861.7391,8849.479826055,9898.01746,8356.51027,29.614,1511.89319,1325.5378,1024.55342405476,579121.859809718,-119085.335308111,71.64,75.82,9.57838708973638
2023-06-01,14200.48431,13940.80561,9813.1549,4551.6830845629,4491.4838374262,13944.61799,6350.46614161772,4002.15383,8108.51401613529,9813.1549,9093.3665,130,589.7884,759.52687,740.81364032512,574126.486021159,-82401.4691610856,70.31,74.73,9.57760393592793
2023-07-01,14811.76433,14492.41143,9793.89576,3831.2128452595,3775.2271975234,14439.40526,6019.66851225657,5714.99831,8702.10384557329,9793.89576,8450.99663,77.802,1265.09713,949.15349,1253.1988068109,617910.571381685,-159593.901274761,75.85,80.09,9.577765835315
2023-08-01,14908.76769,14567.80004,9634.49559,4350.828564018,4303.5725682847,14082.16691,6106.51806519816,5953.57717,8728.28916954737,9634.49559,8531.57413,107.887,995.03446,758.38557,734.04093251999,693188.911776754,-244381.64724112,81.41,86.14,9.58787118992087
2023-09-01,14482.67292,14144.22304,12069.75875,4461.7265203577,4421.930567944,13978.68739,6206.50941560464,6347.98745,8700.35102995162,12069.75875,10542.09365,62,1465.6651,760.50611,695.58267588566,930074.476510583,-277423.166181153,89.38,93.96,9.59439485391011
2023-10-01,14957.00335,14677.02606,8491.09655,4617.0089166151,4563.3372014414,13623.10167,6704.0245602864,5400.85355,9224.53689380341,8491.09655,7811.72599,22,657.37056,759.445131,580.1645325214,663609.644069591,-247259.478913075,85.57,91.12,9.5962149794852
2023-11-01,14702.04329,14316.08038,10500.93886,4342.5975055895,4293.3162395685,14230.30526,6002.84123062072,6776.70627,8927.36798810845,10500.93886,8772.59582,156.97057,1571.37247,757.95051,605.02700713928,676353.261232885,-217587.747332545,77.37,83.05,9.5980428970101
2023-12-01,15068.240145,14376.7723,9602.73408,4744.5410376892,4691.4727676096,14496.96203,6378.15666290199,5365.26258,9084.58043456541,9602.73408,8830.34572,50,722.38836,569.6556,703.60468895427,605343.442820869,-118395.848287368,72.08,77.98,9.59322448402029
